train_dataset,test_dataset,train_feature_type,test_feature_type,model_name,layer_idx,probe_type,regularization,use_scaler,balance_groups,is_cv_result,avg_max_acc,std_max_acc,avg_auroc,std_auroc,avg_auprc,std_auprc,avg_avg_abs_score,std_avg_abs_score,fold_1_max_acc,fold_1_auroc,fold_1_auprc,fold_1_avg_abs_score,fold_2_max_acc,fold_2_auroc,fold_2_auprc,fold_2_avg_abs_score,fold_3_max_acc,fold_3_auroc,fold_3_auprc,fold_3_avg_abs_score,fold_4_max_acc,fold_4_auroc,fold_4_auprc,fold_4_avg_abs_score,fold_5_max_acc,fold_5_auroc,fold_5_auprc,fold_5_avg_abs_score
got__best,claims__fictional_gemini_600_full,last,last,olmo3-7b,18,lr,1.0,True,False,False,0.6638333333333334,0.025634178572973856,0.7108222222222222,0.03307944206987657,0.711785657867484,0.02931024537853177,10.702813339233398,1.5167467770918268,0.6816666666666666,0.7322666666666666,0.7287354892826619,12.302510261535645,0.6533333333333333,0.704175,0.7042452786291945,12.772171020507812,0.6775,0.7246472222222222,0.7357933158624583,9.818933486938477,0.6183333333333333,0.6497861111111111,0.6575499189799026,9.282934188842773,0.6883333333333334,0.743236111111111,0.7326042865832032,9.337517738342285
sycophancy_v2__data/sycophancy_v2/olmo3-7b/pairs/sycophancy_pairs_26-03-03_02:24:05.csv,claims__fictional_gemini_600_full,last,last,olmo3-7b,18,lr,1.0,True,False,False,0.5303333333333333,0.014573568159132785,0.5135799999999999,0.021926282104214094,0.5311478510810564,0.020622760572191916,11.450267314910889,3.7677456092684976,0.5183333333333333,0.49106111111111117,0.5104827392345056,11.70748519897461,0.5425,0.5333111111111111,0.5539791736589726,7.409578323364258,0.5316666666666666,0.5149055555555555,0.5398782718477759,7.385383129119873,0.51,0.48688333333333333,0.5028676870271137,13.468587875366211,0.5491666666666667,0.5417388888888889,0.5485313836369141,17.280302047729492
claims__definitional_gemini_600_full,claims__logical_gemini_600_full,last,last,olmo3-7b,18,lr,1.0,True,False,False,0.8215652173913043,0.002483975105580122,0.887675765595463,0.005365604465246744,0.9057333764381396,0.00583043247394283,6.383655071258545,0.21787233312922563,0.8234782608695652,0.8837807183364839,0.8977641936910394,6.339241027832031,0.8182608695652174,0.8911939508506617,0.9101574763685665,6.695044994354248,0.8208695652173913,0.8793164461247637,0.9002147129557945,6.019393444061279,0.82,0.8899992438563327,0.9074941681022798,6.410086631774902,0.8252173913043478,0.8940884688090738,0.9130363310730171,6.454509258270264
claims__evidential_gemini_600_full,claims__logical_gemini_600_full,last,last,olmo3-7b,18,lr,1.0,True,False,False,0.8271304347826087,0.005565217391304334,0.8917925141776937,0.006264239992131618,0.9064943911844429,0.0050346079419573446,7.192367649078369,0.37163965181571035,0.8226086956521739,0.8844854442344047,0.9003791457152733,6.580441951751709,0.837391304347826,0.8995735349716446,0.914172020374862,7.7342681884765625,0.8269565217391305,0.8940037807183365,0.9053241026305939,7.30667781829834,0.8269565217391305,0.8965232514177695,0.9101027965116685,7.235123157501221,0.8217391304347826,0.8843765595463138,0.9024938906898166,7.105327129364014
claims__fictional_gemini_600_full,claims__logical_gemini_600_full,last,last,olmo3-7b,18,lr,1.0,True,False,False,0.7939130434782609,0.005527042985068056,0.8618217013232513,0.006511733068014457,0.8859147146095289,0.005109606837446617,7.834488582611084,0.21719128613874183,0.7982608695652174,0.8658661625708884,0.8922520303882109,7.568704128265381,0.7973913043478261,0.8705482041587902,0.8905534786662592,7.777713775634766,0.7852173913043479,0.8565202268431001,0.8788258022185507,8.110285758972168,0.7895652173913044,0.8524521739130434,0.8816202807585114,8.063828468322754,0.7991304347826087,0.8637217391304348,0.8863219810161126,7.651910781860352
got__best,claims__logical_gemini_600_full,last,last,olmo3-7b,18,lr,1.0,True,False,False,0.6474782608695653,0.012822475541681215,0.692547145557656,0.019038450300659083,0.7018678280572084,0.016666894200897796,13.319720840454101,1.1200772380163462,0.6417391304347826,0.6761618147448014,0.68485078324267,13.56711483001709,0.6730434782608695,0.728226843100189,0.7305411006785079,12.238579750061035,0.6417391304347826,0.6888226843100189,0.7039993140099882,14.744889259338379,0.6417391304347826,0.6929996219281663,0.7043972582037312,14.21497631072998,0.6391304347826087,0.676524763705104,0.6855506841511445,11.833044052124023
sycophancy_v2__data/sycophancy_v2/olmo3-7b/pairs/sycophancy_pairs_26-03-03_02:24:05.csv,claims__logical_gemini_600_full,last,last,olmo3-7b,18,lr,1.0,True,False,False,0.6231304347826087,0.018011548490260713,0.6576786389413989,0.029604077857299828,0.6699823046560363,0.03490387362941119,13.330853462219238,2.965826933501901,0.6443478260869565,0.6907493383742911,0.7026133255290518,15.058300018310547,0.6434782608695652,0.6825436672967865,0.7025132199884778,9.857895851135254,0.62,0.6701035916824196,0.6861957942103905,10.222979545593262,0.6017391304347826,0.626991304347826,0.6433391778110318,13.821236610412598,0.6060869565217392,0.6180052930056711,0.6152500057412298,17.69385528564453
claims__definitional_gemini_600_full,got__best,last,last,olmo3-7b,18,lr,1.0,True,False,False,0.8370828538550057,0.012860799341450119,0.8775318607555208,0.025567079391727348,0.902721477544515,0.017428063759786647,6.200332355499268,0.33989016899771685,0.8262370540851554,0.8423967703575793,0.8803541388521002,6.391194820404053,0.8498273878020713,0.9064324528146976,0.9227599298666358,6.550629138946533,0.8189010356731876,0.8527247004281205,0.8840907978636119,5.652804851531982,0.8387514384349828,0.8859297884821913,0.9081964783306371,6.447118282318115,0.8516973532796318,0.9001755916950159,0.9182060428095906,5.959914684295654
claims__evidential_gemini_600_full,got__best,last,last,olmo3-7b,18,lr,1.0,True,False,False,0.9227560414269274,0.010891147304153068,0.9642312202298582,0.007072278160705014,0.9647287333465362,0.005640802823817388,6.093997287750244,0.6946133994324593,0.9168584579976985,0.9623670482188567,0.9628318965100764,5.2083516120910645,0.9380034522439585,0.9731933819410696,0.9720523898683784,7.227255344390869,0.9329689298043728,0.9717336766596791,0.9707114345657103,6.314320087432861,0.9168584579976985,0.9556239497272766,0.9583246696202055,5.5552568435668945,0.9090909090909091,0.9582380446024094,0.959723276168311,6.164802551269531
claims__fictional_gemini_600_full,got__best,last,last,olmo3-7b,18,lr,1.0,True,False,False,0.9219505178365939,0.011874052076985145,0.9596628070040694,0.0030706354058738024,0.9642734143009506,0.0037440924037491978,8.042778873443604,0.8268731404414955,0.9099539700805523,0.9595390089000889,0.9627610990965548,7.578474521636963,0.9053509781357882,0.954170782786717,0.95764623134722,9.496798515319824,0.9302359033371692,0.9596324492393012,0.9666523238243405,8.378095626831055,0.9344073647871116,0.9632020522775939,0.9680573366473214,7.158280849456787,0.9298043728423475,0.9617697418166459,0.9662500805893157,7.602244853973389
claims__logical_gemini_600_full,got__best,last,last,olmo3-7b,18,lr,1.0,True,False,False,0.9468066743383199,0.009350668281209111,0.981149483355205,0.004577686302277748,0.980625761193294,0.0032947118925558093,10.110148811340332,0.5455570665656508,0.9551208285385501,0.9851257711931627,0.9834958474728389,9.694952964782715,0.9549769850402762,0.9848413119851264,0.9835390727083587,10.035677909851074,0.9390103567318757,0.9738508576316838,0.9752631254094041,9.454203605651855,0.9323935558112774,0.9776483094333526,0.978329179076654,10.34847640991211,0.9525316455696202,0.9842811665326998,0.9825015812992144,11.017433166503906
sycophancy_v2__data/sycophancy_v2/olmo3-7b/pairs/sycophancy_pairs_26-03-03_02:24:05.csv,got__best,last,last,olmo3-7b,18,lr,1.0,True,False,False,0.8121979286536248,0.040864274587844966,0.8919770585345376,0.03462562620161843,0.8945439642729058,0.03064592337305701,7.821657943725586,3.3905042606818996,0.8594649021864211,0.9348851602505954,0.9385074910112737,9.683859825134277,0.8564441887226697,0.9231621220507945,0.9161286672820164,4.532315731048584,0.8105581127733027,0.8922464050712365,0.8921722182517478,5.263518333435059,0.7596375143843498,0.8403719951771873,0.8507919897904008,6.0258469581604,0.7748849252013809,0.8692196101228744,0.8751194550290905,13.60274887084961
claims__definitional_gemini_600_full,sycophancy_v2__data/sycophancy_v2/olmo3-7b/pairs/sycophancy_pairs_26-03-03_02:24:05.csv,last,last,olmo3-7b,18,lr,1.0,True,False,False,0.6456873315363881,0.025113715410010295,0.6959448856082127,0.033076358734901,0.6938319836191813,0.035355709884636446,5.061717414855957,1.0848342366204566,0.6819407008086253,0.7419064813536664,0.7398961445985044,6.84039306640625,0.6543126684636119,0.7137934917648086,0.7159712810486163,4.0165181159973145,0.610512129380054,0.6454435814909802,0.6389694413598175,4.247330188751221,0.6253369272237197,0.675144034117741,0.6707422209790974,5.795605659484863,0.6563342318059299,0.7034368393138672,0.7035808301098705,4.408740043640137
claims__evidential_gemini_600_full,sycophancy_v2__data/sycophancy_v2/olmo3-7b/pairs/sycophancy_pairs_26-03-03_02:24:05.csv,last,last,olmo3-7b,18,lr,1.0,True,False,False,0.67088948787062,0.018677319885365647,0.7259513880311825,0.02399025044124113,0.7204329040048433,0.032215866904289285,4.177237939834595,1.5954299529707612,0.6805929919137467,0.7377689060672329,0.7400979894353279,6.696073055267334,0.6805929919137467,0.7350753045967409,0.7407394879969119,2.7956864833831787,0.6442048517520216,0.6935869399379545,0.6864649510989977,2.1578683853149414,0.6543126684636119,0.7038954599283644,0.6773162521352856,4.559638977050781,0.694743935309973,0.7594303296256203,0.7575458393576935,4.676922798156738
claims__fictional_gemini_600_full,sycophancy_v2__data/sycophancy_v2/olmo3-7b/pairs/sycophancy_pairs_26-03-03_02:24:05.csv,last,last,olmo3-7b,18,lr,1.0,True,False,False,0.6179245283018868,0.02106051197371167,0.6580324903190183,0.026077194067041468,0.6514029344046236,0.029239437766806733,3.5090980529785156,0.8487821489411133,0.6091644204851752,0.6509343146300883,0.6564430839926425,4.558053970336914,0.6293800539083558,0.6683019594452234,0.6602140330698688,2.6803622245788574,0.5849056603773585,0.6157503941412805,0.5986114854882376,4.40423583984375,0.6482479784366577,0.6961842764873839,0.6885730113534436,3.394002914428711,0.6179245283018868,0.6589915068911152,0.6531730581189257,2.5088353157043457
claims__logical_gemini_600_full,sycophancy_v2__data/sycophancy_v2/olmo3-7b/pairs/sycophancy_pairs_26-03-03_02:24:05.csv,last,last,olmo3-7b,18,lr,1.0,True,False,False,0.5710242587601078,0.03305762618793985,0.5816433693448899,0.045893702054203386,0.5731252365328736,0.03968447402786709,10.865428447723389,2.33012712099568,0.5256064690026954,0.5137622510734446,0.5111672980443354,10.837562561035156,0.6098382749326146,0.6280350694923751,0.6122399714828748,12.528690338134766,0.5424528301886793,0.5414084466111115,0.542043946466133,7.23642110824585,0.6037735849056604,0.623625954475774,0.5935465864215461,9.714757919311523,0.5734501347708895,0.6013851250717447,0.6066283802494787,14.009710311889648
got__best,sycophancy_v2__data/sycophancy_v2/olmo3-7b/pairs/sycophancy_pairs_26-03-03_02:24:05.csv,last,last,olmo3-7b,18,lr,1.0,True,False,False,0.5234501347708894,0.006810931950670211,0.4834366213555554,0.016171689798539005,0.5127494281348579,0.014489380129121246,55.99253616333008,8.404001376606042,0.5121293800539084,0.45855159436505105,0.489316568706876,64.37616729736328,0.5316711590296496,0.5060428941957702,0.5344206013810151,50.54387283325195,0.5283018867924528,0.484036369976969,0.5177980432386036,66.27658081054688,0.5249326145552561,0.4749075493493945,0.5113079122560915,54.861637115478516,0.5202156334231806,0.49364469889059226,0.5109040150917036,43.904422760009766
