train_dataset,test_dataset,train_feature_type,test_feature_type,model_name,layer_idx,probe_type,regularization,use_scaler,balance_groups,is_cv_result,avg_max_acc,std_max_acc,avg_auroc,std_auroc,avg_auprc,std_auprc,avg_avg_abs_score,std_avg_abs_score,fold_1_max_acc,fold_1_auroc,fold_1_auprc,fold_1_avg_abs_score,fold_2_max_acc,fold_2_auroc,fold_2_auprc,fold_2_avg_abs_score,fold_3_max_acc,fold_3_auroc,fold_3_auprc,fold_3_avg_abs_score,fold_4_max_acc,fold_4_auroc,fold_4_auprc,fold_4_avg_abs_score,fold_5_max_acc,fold_5_auroc,fold_5_auprc,fold_5_avg_abs_score
got__best,claims__fictional_gemini_600_full,last,last,olmo3-7b-purebase,18,lr,0.01,True,False,False,0.7898333333333334,0.006018490028422575,0.8606033333333333,0.007511653990900596,0.8684328951979612,0.007221180345117823,3.6111990928649904,0.40694858488059465,0.785,0.8555999999999999,0.862610512452135,3.36039400100708,0.795,0.8735055555555556,0.8785954931022169,3.592280387878418,0.7966666666666666,0.86205,0.8708312538582795,4.122494220733643,0.7916666666666666,0.8606666666666666,0.8719589827549318,3.9773290157318115,0.7808333333333334,0.8511944444444445,0.8581682338222432,3.003497838973999
sycophancy_v2__data/sycophancy_v2/olmo3-7b/pairs/sycophancy_pairs_26-03-03_02:24:05.csv,claims__fictional_gemini_600_full,last,last,olmo3-7b-purebase,18,lr,0.01,True,False,False,0.5973333333333334,0.015823681268557238,0.6052138888888889,0.02506240402832526,0.628429982719892,0.02357973515010485,1.9439430952072143,0.610663641718336,0.6116666666666667,0.6320694444444445,0.6491882039911793,1.84705650806427,0.6141666666666666,0.6295611111111111,0.6567307144010186,1.3354040384292603,0.59,0.5907694444444445,0.6218473154628817,3.111725091934204,0.5708333333333333,0.5651277777777777,0.5898318938288507,1.6283785104751587,0.6,0.6085416666666666,0.6245517859155298,1.7971513271331787
claims__definitional_gemini_600_full,claims__logical_gemini_600_full,last,last,olmo3-7b-purebase,18,lr,0.01,True,False,False,0.776695652173913,0.003786354966448198,0.8548627599243857,0.004690977439200351,0.8713337202949877,0.004431116064298914,3.378941297531128,0.22632890341729042,0.7756521739130435,0.8586797731568998,0.8720487549281756,3.2174417972564697,0.7704347826086957,0.8466056710775047,0.862965906425536,3.822418451309204,0.7817391304347826,0.8545965973534971,0.8723490265144556,3.2250540256500244,0.7765217391304348,0.86005595463138,0.8761663084560178,3.342144250869751,0.7791304347826087,0.8543758034026465,0.8731386051507537,3.2876479625701904
claims__evidential_gemini_600_full,claims__logical_gemini_600_full,last,last,olmo3-7b-purebase,18,lr,0.01,True,False,False,0.8010434782608696,0.006744598062492268,0.8622675236294896,0.004652637611552904,0.8878428126240895,0.004021465727106768,3.3296382904052733,0.1197488425406908,0.8078260869565217,0.8600045368620037,0.8867783690962434,3.377833843231201,0.8104347826086956,0.8713648393194706,0.8956478165540904,3.214918375015259,0.7973913043478261,0.8612627599243856,0.8843176316231798,3.5307884216308594,0.7939130434782609,0.8582684310018904,0.8854561578523573,3.2044806480407715,0.7956521739130434,0.8604370510396975,0.8870140879945764,3.3201701641082764
claims__fictional_gemini_600_full,claims__logical_gemini_600_full,last,last,olmo3-7b-purebase,18,lr,0.01,True,False,False,0.7775652173913044,0.0074478654279526305,0.8447268052930056,0.007138488695324097,0.8736946356764665,0.004213781436335196,4.189718770980835,0.22902746410458852,0.7782608695652173,0.8495485822306238,0.877371908309744,4.241459846496582,0.7704347826086957,0.8378646502835538,0.8707647765767986,4.092663764953613,0.7678260869565218,0.8347160680529301,0.8669651275197894,3.9737889766693115,0.7852173913043479,0.848341776937618,0.8753638748453031,4.611391544342041,0.7860869565217391,0.8531629489603024,0.8780074911306981,4.029289722442627
got__best,claims__logical_gemini_600_full,last,last,olmo3-7b-purebase,18,lr,0.01,True,False,False,0.7556521739130434,0.01568113263144328,0.8318185255198488,0.011216611733149712,0.8520853503127558,0.01235810349711183,4.646265125274658,0.411425860060485,0.7347826086956522,0.8204461247637052,0.8406992306343966,4.377335071563721,0.7486956521739131,0.8309293005671079,0.8488407318466298,4.158241271972656,0.7591304347826087,0.8247531190926276,0.8462519076076793,5.375637054443359,0.7530434782608696,0.8300310018903592,0.8485329941184153,4.618212699890137,0.782608695652174,0.8529330812854443,0.8761018873566577,4.701899528503418
sycophancy_v2__data/sycophancy_v2/olmo3-7b/pairs/sycophancy_pairs_26-03-03_02:24:05.csv,claims__logical_gemini_600_full,last,last,olmo3-7b-purebase,18,lr,0.01,True,False,False,0.6883478260869567,0.014262990298304459,0.7457893383742912,0.013740068566889592,0.7782773992716532,0.012405721288885485,2.1190589666366577,0.19860133357859153,0.7130434782608696,0.7685988657844991,0.797716533518733,2.3138675689697266,0.6904347826086956,0.7467039697542532,0.7815528489511031,2.34686017036438,0.6721739130434783,0.7377875236294895,0.7705946175734506,1.9932243824005127,0.6765217391304348,0.7270835538752363,0.7605414585570055,2.1247761249542236,0.6895652173913044,0.7487727788279773,0.7809815377579739,1.8165665864944458
claims__definitional_gemini_600_full,got__best,last,last,olmo3-7b-purebase,18,lr,0.01,True,False,False,0.956933256616801,0.0021347073025418974,0.9715997648183631,0.0030786222641500816,0.9811976148128299,0.0018669880137679045,4.139228773117066,0.40031375764687044,0.9608745684695051,0.9762009359593518,0.9843257997979391,4.159975528717041,0.9558400460299195,0.9679917593731668,0.9792700011130029,4.762787342071533,0.9546892980437284,0.9732212733443597,0.9811657385174177,3.523329019546509,0.9572784810126582,0.9721836634836809,0.9818866575277398,4.252037525177002,0.9559838895281934,0.968401191931257,0.9793398771080497,3.998014450073242
claims__evidential_gemini_600_full,got__best,last,last,olmo3-7b-purebase,18,lr,0.01,True,False,False,0.956674338319908,0.009347569878830684,0.977541378593439,0.0061180361173853144,0.9840769445043577,0.004316503513988622,4.177430725097656,0.20824376333548117,0.9695051783659379,0.9880564376338291,0.9911710866951127,3.908068895339966,0.9584292289988493,0.9773237097784446,0.983961797973513,4.278294086456299,0.9559838895281934,0.9754711247005606,0.9832142108667977,4.20470666885376,0.9590046029919448,0.9778101126779587,0.9844373117667496,3.9996650218963623,0.9404487917146145,0.969045508176402,0.9776003152196152,4.4964189529418945
claims__fictional_gemini_600_full,got__best,last,last,olmo3-7b-purebase,18,lr,0.01,True,False,False,0.9510356731875721,0.004746922620115231,0.9645754680127812,0.006030800347415401,0.9770197040287654,0.003491736548980062,5.77541971206665,0.28387353683111205,0.9522439585730725,0.9678395567302867,0.9787301132714357,5.606942176818848,0.9561277330264673,0.9691475559516447,0.9798526160044168,5.301222324371338,0.9496547756041427,0.9621809124147036,0.9756507074641745,5.901256084442139,0.9426064441887226,0.9538000009269545,0.9707904564753713,6.022065162658691,0.9545454545454546,0.9699093140403172,0.9800746269284287,6.045612812042236
claims__logical_gemini_600_full,got__best,last,last,olmo3-7b-purebase,18,lr,0.01,True,False,False,0.981300345224396,0.0020117530192229173,0.9967786174074138,0.0009101514681707203,0.9971135233728947,0.000762635396455017,4.264697265625,0.11641546164330532,0.9833141542002302,0.9979104621398617,0.998050903398537,4.191897869110107,0.9815880322209436,0.9963492884298845,0.9968029836661431,4.289584159851074,0.9777042577675489,0.9955243815557213,0.9960309319101713,4.434258460998535,0.9830264672036824,0.9977441068858164,0.9979145868241204,4.090529441833496,0.9808688147295742,0.9963648480257852,0.996768211065502,4.317216396331787
sycophancy_v2__data/sycophancy_v2/olmo3-7b/pairs/sycophancy_pairs_26-03-03_02:24:05.csv,got__best,last,last,olmo3-7b-purebase,18,lr,0.01,True,False,False,0.9472669735327963,0.00589203758443632,0.980115250257892,0.005719018765387879,0.982510507768364,0.003315888685378976,2.4648692131042482,0.43682382200625763,0.9509493670886076,0.9826155448970486,0.9850808677579779,2.4203178882598877,0.9388665132336018,0.9713500664096795,0.9777889205534004,2.288930654525757,0.9490794016110472,0.9819002173046544,0.9819086741570691,3.2992136478424072,0.9551208285385501,0.9881532712891687,0.9871978973564176,2.0226705074310303,0.942318757192175,0.9765571513889091,0.9805761790169548,2.293213367462158
claims__definitional_gemini_600_full,sycophancy_v2__data/sycophancy_v2/olmo3-7b/pairs/sycophancy_pairs_26-03-03_02:24:05.csv,last,last,olmo3-7b-purebase,18,lr,0.01,True,False,False,0.6843665768194069,0.008137751557655297,0.7334417070494983,0.00514176451525232,0.7117439489280409,0.006959849867916101,1.6082526564598083,0.6143822813013233,0.6745283018867925,0.7283839844232459,0.7073036783439913,1.5874581336975098,0.6940700808625337,0.7395234704775466,0.7201819169749968,0.9410890936851501,0.6799191374663073,0.7315934205650931,0.7202496554354467,2.757237434387207,0.6940700808625337,0.7395924906096294,0.706111780915361,1.4653449058532715,0.6792452830188679,0.7281151691719765,0.704872712970409,1.2901337146759033
claims__evidential_gemini_600_full,sycophancy_v2__data/sycophancy_v2/olmo3-7b/pairs/sycophancy_pairs_26-03-03_02:24:05.csv,last,last,olmo3-7b-purebase,18,lr,0.01,True,False,False,0.6642857142857143,0.0076523286073198905,0.7125271539730167,0.01062976101099731,0.688605281413678,0.010087347437804458,4.619752836227417,1.038980509009425,0.6536388140161725,0.6967273559477191,0.6776798152302634,6.202867031097412,0.6765498652291105,0.7300459165510276,0.7057888267508217,4.293663501739502,0.660377358490566,0.7140950007628541,0.6919278313990762,3.232978582382202,0.6677897574123989,0.7114122972079541,0.6795022366056183,5.337795734405518,0.6630727762803235,0.7103551993955289,0.6881276970826107,4.031459331512451
claims__fictional_gemini_600_full,sycophancy_v2__data/sycophancy_v2/olmo3-7b/pairs/sycophancy_pairs_26-03-03_02:24:05.csv,last,last,olmo3-7b-purebase,18,lr,0.01,True,False,False,0.6943396226415095,0.004379535528105621,0.7549131436127317,0.007016495157806016,0.7385400003545992,0.00943159575993096,1.8273078203201294,0.6761363221412586,0.7001347708894878,0.7543446356826818,0.7379113594554909,1.4156837463378906,0.6880053908355795,0.7435411686924681,0.722178999689464,2.8530654907226562,0.6967654986522911,0.7593231667889654,0.7470535406067313,1.285886526107788,0.6960916442048517,0.7645396357190082,0.7486216349451034,1.1711097955703735,0.6907008086253369,0.7528171111805348,0.7369344670762064,2.4107935428619385
claims__logical_gemini_600_full,sycophancy_v2__data/sycophancy_v2/olmo3-7b/pairs/sycophancy_pairs_26-03-03_02:24:05.csv,last,last,olmo3-7b-purebase,18,lr,0.01,True,False,False,0.6943396226415094,0.009026631832690236,0.7492796477793681,0.00448396493607102,0.7230401250077083,0.005272254250071325,2.8931702375411987,1.0508414708525349,0.6792452830188679,0.7414578504951286,0.7223801898002904,3.1233792304992676,0.7068733153638814,0.7523176233825677,0.7175612045546307,2.2612195014953613,0.692722371967655,0.7515729324837803,0.7281333267691428,4.722043514251709,0.6940700808625337,0.7538233520535305,0.7299677095778223,2.7736799716949463,0.6987870619946092,0.7472264804818332,0.7171581943366554,1.5855289697647095
got__best,sycophancy_v2__data/sycophancy_v2/olmo3-7b/pairs/sycophancy_pairs_26-03-03_02:24:05.csv,last,last,olmo3-7b-purebase,18,lr,0.01,True,False,False,0.6118598382749326,0.012735670786983769,0.6353561075551617,0.013158752873388434,0.6085069225808468,0.011898257836173468,3.952808690071106,1.7875259360574038,0.6152291105121294,0.6307931502967866,0.601287534396688,1.8890507221221924,0.616576819407008,0.6415330461127136,0.6078160317164129,1.8577479124069214,0.5929919137466307,0.6199606221983276,0.5993198870183036,6.2717461585998535,0.6037735849056604,0.6268390232561518,0.6024836017115639,4.513711929321289,0.6307277628032345,0.6576546959118286,0.6316275580612659,5.231786727905273
