id,subject,model_name,correct_answer,model_answer,correct_prob,prob_A,prob_B,prob_C,prob_D
abstract_algebra_13,abstract_algebra,olmo3-7b-purebase,C,C,0.308349609375,0.216064453125,0.254638671875,0.308349609375,0.22119140625
abstract_algebra_14,abstract_algebra,olmo3-7b-purebase,C,C,0.33447265625,0.1524658203125,0.21337890625,0.33447265625,0.2998046875
abstract_algebra_15,abstract_algebra,olmo3-7b-purebase,B,C,0.289794921875,0.2449951171875,0.289794921875,0.3037109375,0.161376953125
abstract_algebra_16,abstract_algebra,olmo3-7b-purebase,C,B,0.2127685546875,0.248779296875,0.3564453125,0.2127685546875,0.1820068359375
abstract_algebra_17,abstract_algebra,olmo3-7b-purebase,C,B,0.26708984375,0.263916015625,0.2734375,0.26708984375,0.1954345703125
abstract_algebra_18,abstract_algebra,olmo3-7b-purebase,D,D,0.416748046875,0.1275634765625,0.228271484375,0.2274169921875,0.416748046875
abstract_algebra_19,abstract_algebra,olmo3-7b-purebase,A,B,0.25439453125,0.25439453125,0.3369140625,0.2666015625,0.14208984375
abstract_algebra_20,abstract_algebra,olmo3-7b-purebase,A,B,0.2978515625,0.2978515625,0.330810546875,0.247802734375,0.1236572265625
abstract_algebra_21,abstract_algebra,olmo3-7b-purebase,A,C,0.286865234375,0.286865234375,0.214111328125,0.35009765625,0.1488037109375
abstract_algebra_22,abstract_algebra,olmo3-7b-purebase,D,B,0.1278076171875,0.265380859375,0.355712890625,0.251220703125,0.1278076171875
abstract_algebra_23,abstract_algebra,olmo3-7b-purebase,D,C,0.2354736328125,0.065673828125,0.1763916015625,0.5224609375,0.2354736328125
abstract_algebra_24,abstract_algebra,olmo3-7b-purebase,B,B,0.3076171875,0.294677734375,0.3076171875,0.260986328125,0.136474609375
abstract_algebra_25,abstract_algebra,olmo3-7b-purebase,C,C,0.45556640625,0.173583984375,0.177978515625,0.45556640625,0.19287109375
abstract_algebra_26,abstract_algebra,olmo3-7b-purebase,C,B,0.29150390625,0.2379150390625,0.307861328125,0.29150390625,0.162841796875
abstract_algebra_27,abstract_algebra,olmo3-7b-purebase,B,A,0.2890625,0.32958984375,0.2890625,0.227783203125,0.153564453125
abstract_algebra_28,abstract_algebra,olmo3-7b-purebase,D,B,0.1419677734375,0.252197265625,0.322509765625,0.283447265625,0.1419677734375
abstract_algebra_29,abstract_algebra,olmo3-7b-purebase,A,B,0.304443359375,0.304443359375,0.3291015625,0.24365234375,0.12298583984375
abstract_algebra_30,abstract_algebra,olmo3-7b-purebase,B,A,0.32421875,0.347900390625,0.32421875,0.2109375,0.116943359375
abstract_algebra_31,abstract_algebra,olmo3-7b-purebase,B,B,0.6611328125,0.1478271484375,0.6611328125,0.12744140625,0.0633544921875
abstract_algebra_32,abstract_algebra,olmo3-7b-purebase,A,A,0.383056640625,0.383056640625,0.2802734375,0.246337890625,0.09027099609375
abstract_algebra_33,abstract_algebra,olmo3-7b-purebase,C,C,0.42041015625,0.41552734375,0.1171875,0.42041015625,0.046966552734375
abstract_algebra_34,abstract_algebra,olmo3-7b-purebase,A,B,0.2493896484375,0.2493896484375,0.321533203125,0.277099609375,0.15185546875
abstract_algebra_35,abstract_algebra,olmo3-7b-purebase,B,C,0.343017578125,0.1375732421875,0.343017578125,0.376953125,0.1424560546875
abstract_algebra_36,abstract_algebra,olmo3-7b-purebase,D,A,0.1744384765625,0.314697265625,0.25390625,0.2568359375,0.1744384765625
abstract_algebra_37,abstract_algebra,olmo3-7b-purebase,B,A,0.25732421875,0.310302734375,0.25732421875,0.2034912109375,0.2288818359375
abstract_algebra_38,abstract_algebra,olmo3-7b-purebase,C,B,0.265869140625,0.2119140625,0.369140625,0.265869140625,0.1531982421875
abstract_algebra_39,abstract_algebra,olmo3-7b-purebase,D,B,0.179443359375,0.2303466796875,0.373779296875,0.2164306640625,0.179443359375
abstract_algebra_40,abstract_algebra,olmo3-7b-purebase,C,B,0.09112548828125,0.2646484375,0.6103515625,0.09112548828125,0.033660888671875
abstract_algebra_41,abstract_algebra,olmo3-7b-purebase,A,B,0.262451171875,0.262451171875,0.45166015625,0.1981201171875,0.087890625
abstract_algebra_42,abstract_algebra,olmo3-7b-purebase,B,B,0.338134765625,0.263427734375,0.338134765625,0.26953125,0.12890625
abstract_algebra_43,abstract_algebra,olmo3-7b-purebase,C,B,0.25634765625,0.2484130859375,0.327880859375,0.25634765625,0.16748046875
abstract_algebra_44,abstract_algebra,olmo3-7b-purebase,C,B,0.2452392578125,0.296875,0.313720703125,0.2452392578125,0.1441650390625
abstract_algebra_45,abstract_algebra,olmo3-7b-purebase,C,B,0.251953125,0.2320556640625,0.333740234375,0.251953125,0.18212890625
abstract_algebra_46,abstract_algebra,olmo3-7b-purebase,B,B,0.3291015625,0.2388916015625,0.3291015625,0.264404296875,0.16748046875
abstract_algebra_47,abstract_algebra,olmo3-7b-purebase,B,B,0.384765625,0.2059326171875,0.384765625,0.280517578125,0.12890625
abstract_algebra_48,abstract_algebra,olmo3-7b-purebase,C,B,0.249755859375,0.3193359375,0.3359375,0.249755859375,0.09478759765625
abstract_algebra_49,abstract_algebra,olmo3-7b-purebase,B,C,0.311767578125,0.18408203125,0.311767578125,0.353271484375,0.1507568359375
abstract_algebra_50,abstract_algebra,olmo3-7b-purebase,D,B,0.1646728515625,0.2490234375,0.359619140625,0.226806640625,0.1646728515625
abstract_algebra_51,abstract_algebra,olmo3-7b-purebase,B,B,0.390380859375,0.2056884765625,0.390380859375,0.273681640625,0.1302490234375
abstract_algebra_52,abstract_algebra,olmo3-7b-purebase,A,B,0.2357177734375,0.2357177734375,0.296875,0.21044921875,0.2568359375
abstract_algebra_53,abstract_algebra,olmo3-7b-purebase,C,B,0.26953125,0.278076171875,0.33544921875,0.26953125,0.1168212890625
abstract_algebra_54,abstract_algebra,olmo3-7b-purebase,B,B,0.6611328125,0.10382080078125,0.6611328125,0.185791015625,0.049224853515625
abstract_algebra_55,abstract_algebra,olmo3-7b-purebase,A,B,0.2978515625,0.2978515625,0.332275390625,0.250732421875,0.11895751953125
abstract_algebra_56,abstract_algebra,olmo3-7b-purebase,D,B,0.166015625,0.2156982421875,0.31640625,0.3017578125,0.166015625
abstract_algebra_57,abstract_algebra,olmo3-7b-purebase,B,B,0.375,0.265869140625,0.375,0.211181640625,0.14794921875
abstract_algebra_58,abstract_algebra,olmo3-7b-purebase,A,B,0.2076416015625,0.2076416015625,0.314208984375,0.283935546875,0.1943359375
abstract_algebra_59,abstract_algebra,olmo3-7b-purebase,A,B,0.300537109375,0.300537109375,0.306640625,0.2685546875,0.12432861328125
abstract_algebra_60,abstract_algebra,olmo3-7b-purebase,D,B,0.1529541015625,0.251220703125,0.32763671875,0.268310546875,0.1529541015625
abstract_algebra_61,abstract_algebra,olmo3-7b-purebase,D,B,0.1480712890625,0.276611328125,0.317138671875,0.2578125,0.1480712890625
abstract_algebra_62,abstract_algebra,olmo3-7b-purebase,C,B,0.26123046875,0.2958984375,0.326171875,0.26123046875,0.11676025390625
abstract_algebra_63,abstract_algebra,olmo3-7b-purebase,B,A,0.1907958984375,0.396728515625,0.1907958984375,0.1937255859375,0.21875
abstract_algebra_64,abstract_algebra,olmo3-7b-purebase,B,C,0.283447265625,0.29345703125,0.283447265625,0.3017578125,0.12139892578125
abstract_algebra_65,abstract_algebra,olmo3-7b-purebase,C,B,0.2177734375,0.29541015625,0.314453125,0.2177734375,0.17236328125
abstract_algebra_66,abstract_algebra,olmo3-7b-purebase,D,B,0.11614990234375,0.281982421875,0.345458984375,0.256591796875,0.11614990234375
abstract_algebra_67,abstract_algebra,olmo3-7b-purebase,C,A,0.07696533203125,0.59375,0.150146484375,0.07696533203125,0.178955078125
abstract_algebra_68,abstract_algebra,olmo3-7b-purebase,A,A,0.355712890625,0.355712890625,0.22265625,0.1988525390625,0.22265625
abstract_algebra_69,abstract_algebra,olmo3-7b-purebase,A,B,0.27880859375,0.27880859375,0.303955078125,0.2900390625,0.127197265625
abstract_algebra_70,abstract_algebra,olmo3-7b-purebase,D,C,0.277099609375,0.174072265625,0.25146484375,0.29736328125,0.277099609375
abstract_algebra_71,abstract_algebra,olmo3-7b-purebase,C,C,0.377197265625,0.147705078125,0.3330078125,0.377197265625,0.14208984375
abstract_algebra_72,abstract_algebra,olmo3-7b-purebase,D,A,0.1646728515625,0.365478515625,0.254150390625,0.2156982421875,0.1646728515625
abstract_algebra_73,abstract_algebra,olmo3-7b-purebase,B,B,0.50146484375,0.271484375,0.50146484375,0.147705078125,0.079345703125
abstract_algebra_74,abstract_algebra,olmo3-7b-purebase,D,B,0.15087890625,0.246826171875,0.31689453125,0.28515625,0.15087890625
abstract_algebra_75,abstract_algebra,olmo3-7b-purebase,B,B,0.332763671875,0.256103515625,0.332763671875,0.249267578125,0.16162109375
abstract_algebra_76,abstract_algebra,olmo3-7b-purebase,C,B,0.27490234375,0.27490234375,0.29248046875,0.27490234375,0.1578369140625
abstract_algebra_77,abstract_algebra,olmo3-7b-purebase,A,A,0.5732421875,0.5732421875,0.2218017578125,0.08001708984375,0.12493896484375
abstract_algebra_78,abstract_algebra,olmo3-7b-purebase,D,B,0.1422119140625,0.2626953125,0.2998046875,0.295166015625,0.1422119140625
abstract_algebra_79,abstract_algebra,olmo3-7b-purebase,C,B,0.2685546875,0.27392578125,0.334228515625,0.2685546875,0.1234130859375
abstract_algebra_80,abstract_algebra,olmo3-7b-purebase,B,B,0.317626953125,0.273681640625,0.317626953125,0.27490234375,0.1339111328125
abstract_algebra_81,abstract_algebra,olmo3-7b-purebase,D,B,0.130859375,0.26220703125,0.33935546875,0.267333984375,0.130859375
abstract_algebra_82,abstract_algebra,olmo3-7b-purebase,A,B,0.282958984375,0.282958984375,0.32568359375,0.28515625,0.10614013671875
abstract_algebra_83,abstract_algebra,olmo3-7b-purebase,C,B,0.263671875,0.25634765625,0.341064453125,0.263671875,0.138916015625
abstract_algebra_84,abstract_algebra,olmo3-7b-purebase,D,B,0.14111328125,0.290771484375,0.315673828125,0.252685546875,0.14111328125
abstract_algebra_85,abstract_algebra,olmo3-7b-purebase,C,B,0.28271484375,0.2408447265625,0.323974609375,0.28271484375,0.1524658203125
abstract_algebra_86,abstract_algebra,olmo3-7b-purebase,A,B,0.2578125,0.2578125,0.333740234375,0.2734375,0.1348876953125
abstract_algebra_87,abstract_algebra,olmo3-7b-purebase,A,A,0.36376953125,0.36376953125,0.2529296875,0.189453125,0.1939697265625
abstract_algebra_88,abstract_algebra,olmo3-7b-purebase,A,A,0.287841796875,0.287841796875,0.26318359375,0.260009765625,0.1888427734375
abstract_algebra_89,abstract_algebra,olmo3-7b-purebase,C,B,0.256103515625,0.2425537109375,0.3017578125,0.256103515625,0.199462890625
abstract_algebra_90,abstract_algebra,olmo3-7b-purebase,D,B,0.10015869140625,0.299072265625,0.32958984375,0.271240234375,0.10015869140625
abstract_algebra_91,abstract_algebra,olmo3-7b-purebase,B,B,0.45263671875,0.2330322265625,0.45263671875,0.191650390625,0.12274169921875
abstract_algebra_92,abstract_algebra,olmo3-7b-purebase,B,D,0.1370849609375,0.318603515625,0.1370849609375,0.1776123046875,0.36669921875
abstract_algebra_93,abstract_algebra,olmo3-7b-purebase,A,C,0.1259765625,0.1259765625,0.25537109375,0.335693359375,0.28271484375
abstract_algebra_94,abstract_algebra,olmo3-7b-purebase,D,C,0.1363525390625,0.264892578125,0.297607421875,0.30126953125,0.1363525390625
abstract_algebra_95,abstract_algebra,olmo3-7b-purebase,C,B,0.2325439453125,0.28369140625,0.358642578125,0.2325439453125,0.12493896484375
abstract_algebra_96,abstract_algebra,olmo3-7b-purebase,B,B,0.408203125,0.2298583984375,0.408203125,0.319091796875,0.0428466796875
abstract_algebra_97,abstract_algebra,olmo3-7b-purebase,C,B,0.265869140625,0.2054443359375,0.413330078125,0.265869140625,0.115234375
abstract_algebra_98,abstract_algebra,olmo3-7b-purebase,C,B,0.218505859375,0.258544921875,0.262451171875,0.218505859375,0.260498046875
abstract_algebra_99,abstract_algebra,olmo3-7b-purebase,C,B,0.2235107421875,0.28466796875,0.33935546875,0.2235107421875,0.15234375
anatomy_0,anatomy,olmo3-7b-purebase,A,A,0.406494140625,0.406494140625,0.17822265625,0.206787109375,0.2083740234375
anatomy_1,anatomy,olmo3-7b-purebase,B,B,0.6767578125,0.10791015625,0.6767578125,0.1021728515625,0.11309814453125
anatomy_2,anatomy,olmo3-7b-purebase,A,A,0.90380859375,0.90380859375,0.0416259765625,0.03240966796875,0.021942138671875
anatomy_3,anatomy,olmo3-7b-purebase,C,D,0.1378173828125,0.04931640625,0.263671875,0.1378173828125,0.54931640625
anatomy_4,anatomy,olmo3-7b-purebase,B,B,0.98193359375,0.00682830810546875,0.98193359375,0.0077972412109375,0.0032749176025390625
anatomy_5,anatomy,olmo3-7b-purebase,B,A,0.1920166015625,0.3818359375,0.1920166015625,0.3115234375,0.1146240234375
anatomy_6,anatomy,olmo3-7b-purebase,A,A,0.388671875,0.388671875,0.136962890625,0.359375,0.1148681640625
anatomy_7,anatomy,olmo3-7b-purebase,B,B,0.91064453125,0.05511474609375,0.91064453125,0.0160369873046875,0.0181732177734375
anatomy_8,anatomy,olmo3-7b-purebase,C,B,0.298828125,0.1246337890625,0.357666015625,0.298828125,0.21875
anatomy_9,anatomy,olmo3-7b-purebase,D,D,0.5859375,0.059173583984375,0.054290771484375,0.300537109375,0.5859375
anatomy_10,anatomy,olmo3-7b-purebase,D,D,0.61572265625,0.0474853515625,0.11212158203125,0.2247314453125,0.61572265625
anatomy_11,anatomy,olmo3-7b-purebase,D,A,0.1878662109375,0.385498046875,0.2578125,0.1690673828125,0.1878662109375
anatomy_12,anatomy,olmo3-7b-purebase,D,A,0.255615234375,0.272216796875,0.220458984375,0.251708984375,0.255615234375
anatomy_13,anatomy,olmo3-7b-purebase,B,C,0.16015625,0.1724853515625,0.16015625,0.3623046875,0.30517578125
anatomy_14,anatomy,olmo3-7b-purebase,A,C,0.15234375,0.15234375,0.27587890625,0.369873046875,0.201904296875
anatomy_15,anatomy,olmo3-7b-purebase,C,C,0.357666015625,0.20703125,0.105712890625,0.357666015625,0.32958984375
anatomy_16,anatomy,olmo3-7b-purebase,B,D,0.2235107421875,0.236083984375,0.2235107421875,0.2445068359375,0.296142578125
anatomy_17,anatomy,olmo3-7b-purebase,D,D,0.9755859375,0.0038356781005859375,0.00786590576171875,0.0125732421875,0.9755859375
anatomy_18,anatomy,olmo3-7b-purebase,D,D,0.90283203125,0.037567138671875,0.0292510986328125,0.030181884765625,0.90283203125
anatomy_19,anatomy,olmo3-7b-purebase,C,C,0.96435546875,0.0097503662109375,0.0164642333984375,0.96435546875,0.00945281982421875
anatomy_20,anatomy,olmo3-7b-purebase,C,C,0.57373046875,0.14111328125,0.2392578125,0.57373046875,0.04583740234375
anatomy_21,anatomy,olmo3-7b-purebase,C,B,0.21875,0.2578125,0.353759765625,0.21875,0.169677734375
anatomy_22,anatomy,olmo3-7b-purebase,B,D,0.2177734375,0.1722412109375,0.2177734375,0.243896484375,0.3662109375
anatomy_23,anatomy,olmo3-7b-purebase,B,C,0.11865234375,0.23876953125,0.11865234375,0.5751953125,0.067626953125
anatomy_24,anatomy,olmo3-7b-purebase,B,B,0.49365234375,0.15966796875,0.49365234375,0.192626953125,0.1541748046875
anatomy_25,anatomy,olmo3-7b-purebase,C,A,0.1319580078125,0.60498046875,0.06951904296875,0.1319580078125,0.1934814453125
anatomy_26,anatomy,olmo3-7b-purebase,C,C,0.966796875,0.007678985595703125,0.0160064697265625,0.966796875,0.00933074951171875
anatomy_27,anatomy,olmo3-7b-purebase,A,A,0.34912109375,0.34912109375,0.153076171875,0.304443359375,0.1934814453125
anatomy_28,anatomy,olmo3-7b-purebase,C,C,0.51708984375,0.1571044921875,0.1881103515625,0.51708984375,0.1375732421875
anatomy_29,anatomy,olmo3-7b-purebase,B,C,0.262451171875,0.09844970703125,0.262451171875,0.351806640625,0.287109375
anatomy_30,anatomy,olmo3-7b-purebase,C,C,0.94091796875,0.019683837890625,0.02410888671875,0.94091796875,0.0152130126953125
anatomy_31,anatomy,olmo3-7b-purebase,A,B,0.2386474609375,0.2386474609375,0.67724609375,0.062744140625,0.02117919921875
anatomy_32,anatomy,olmo3-7b-purebase,B,B,0.81396484375,0.0692138671875,0.81396484375,0.06451416015625,0.05224609375
anatomy_33,anatomy,olmo3-7b-purebase,B,D,0.00853729248046875,0.02978515625,0.00853729248046875,0.01291656494140625,0.94873046875
anatomy_34,anatomy,olmo3-7b-purebase,C,C,0.453125,0.1263427734375,0.2156982421875,0.453125,0.2049560546875
anatomy_35,anatomy,olmo3-7b-purebase,C,B,0.1884765625,0.251708984375,0.382080078125,0.1884765625,0.177734375
anatomy_36,anatomy,olmo3-7b-purebase,D,D,0.98486328125,0.003635406494140625,0.00550079345703125,0.0060882568359375,0.98486328125
anatomy_37,anatomy,olmo3-7b-purebase,C,C,0.68505859375,0.2215576171875,0.06524658203125,0.68505859375,0.028167724609375
anatomy_38,anatomy,olmo3-7b-purebase,D,D,0.267333984375,0.255126953125,0.2242431640625,0.253173828125,0.267333984375
anatomy_39,anatomy,olmo3-7b-purebase,C,C,0.96875,0.00540924072265625,0.0167999267578125,0.96875,0.00927734375
anatomy_40,anatomy,olmo3-7b-purebase,C,C,0.94140625,0.00701904296875,0.01922607421875,0.94140625,0.032470703125
anatomy_41,anatomy,olmo3-7b-purebase,C,D,0.1910400390625,0.09161376953125,0.296875,0.1910400390625,0.42041015625
anatomy_42,anatomy,olmo3-7b-purebase,B,B,0.5322265625,0.1253662109375,0.5322265625,0.1466064453125,0.19580078125
anatomy_43,anatomy,olmo3-7b-purebase,C,D,0.421630859375,0.034332275390625,0.09521484375,0.421630859375,0.44873046875
anatomy_44,anatomy,olmo3-7b-purebase,A,C,0.227783203125,0.227783203125,0.2041015625,0.31982421875,0.2481689453125
anatomy_45,anatomy,olmo3-7b-purebase,C,C,0.30078125,0.2073974609375,0.2296142578125,0.30078125,0.26220703125
anatomy_46,anatomy,olmo3-7b-purebase,B,B,0.80029296875,0.06884765625,0.80029296875,0.079833984375,0.0511474609375
anatomy_47,anatomy,olmo3-7b-purebase,C,C,0.94287109375,0.013031005859375,0.0135498046875,0.94287109375,0.0307769775390625
anatomy_48,anatomy,olmo3-7b-purebase,A,A,0.71484375,0.71484375,0.1046142578125,0.1087646484375,0.0718994140625
anatomy_49,anatomy,olmo3-7b-purebase,C,B,0.317138671875,0.2032470703125,0.341552734375,0.317138671875,0.1380615234375
anatomy_50,anatomy,olmo3-7b-purebase,D,D,0.90869140625,0.0300140380859375,0.0158233642578125,0.04541015625,0.90869140625
anatomy_51,anatomy,olmo3-7b-purebase,D,D,0.406494140625,0.25830078125,0.1107177734375,0.2244873046875,0.406494140625
anatomy_52,anatomy,olmo3-7b-purebase,B,C,0.2410888671875,0.254638671875,0.2410888671875,0.289794921875,0.2144775390625
anatomy_53,anatomy,olmo3-7b-purebase,B,B,0.6123046875,0.2158203125,0.6123046875,0.057647705078125,0.11419677734375
anatomy_54,anatomy,olmo3-7b-purebase,B,B,0.303955078125,0.296875,0.303955078125,0.230224609375,0.1690673828125
anatomy_55,anatomy,olmo3-7b-purebase,D,B,0.149658203125,0.283935546875,0.492431640625,0.07403564453125,0.149658203125
anatomy_56,anatomy,olmo3-7b-purebase,A,A,0.457763671875,0.457763671875,0.08013916015625,0.06591796875,0.396240234375
anatomy_57,anatomy,olmo3-7b-purebase,C,C,0.98291015625,0.004241943359375,0.00804901123046875,0.98291015625,0.00466156005859375
anatomy_58,anatomy,olmo3-7b-purebase,D,D,0.970703125,0.0164337158203125,0.005420684814453125,0.0076446533203125,0.970703125
anatomy_59,anatomy,olmo3-7b-purebase,D,B,0.1572265625,0.23779296875,0.330078125,0.27490234375,0.1572265625
anatomy_60,anatomy,olmo3-7b-purebase,D,D,0.9677734375,0.003925323486328125,0.0104217529296875,0.0178680419921875,0.9677734375
anatomy_61,anatomy,olmo3-7b-purebase,C,C,0.472900390625,0.1453857421875,0.246337890625,0.472900390625,0.135498046875
anatomy_62,anatomy,olmo3-7b-purebase,B,C,0.2315673828125,0.2474365234375,0.2315673828125,0.2802734375,0.24072265625
anatomy_63,anatomy,olmo3-7b-purebase,C,C,0.82568359375,0.04638671875,0.048614501953125,0.82568359375,0.07952880859375
anatomy_64,anatomy,olmo3-7b-purebase,C,A,0.2998046875,0.3544921875,0.1707763671875,0.2998046875,0.1748046875
anatomy_65,anatomy,olmo3-7b-purebase,B,C,0.2406005859375,0.194091796875,0.2406005859375,0.352783203125,0.21240234375
anatomy_66,anatomy,olmo3-7b-purebase,D,D,0.88916015625,0.07354736328125,0.01904296875,0.0184478759765625,0.88916015625
anatomy_67,anatomy,olmo3-7b-purebase,C,C,0.5361328125,0.13818359375,0.1392822265625,0.5361328125,0.1866455078125
anatomy_68,anatomy,olmo3-7b-purebase,D,C,0.2359619140625,0.203369140625,0.23681640625,0.32373046875,0.2359619140625
anatomy_69,anatomy,olmo3-7b-purebase,B,D,0.310546875,0.09735107421875,0.310546875,0.2626953125,0.329345703125
anatomy_70,anatomy,olmo3-7b-purebase,B,B,0.37255859375,0.267333984375,0.37255859375,0.1488037109375,0.21142578125
anatomy_71,anatomy,olmo3-7b-purebase,A,A,0.9755859375,0.9755859375,0.00774383544921875,0.00994110107421875,0.00678253173828125
anatomy_72,anatomy,olmo3-7b-purebase,D,C,0.1142578125,0.1650390625,0.1943359375,0.5263671875,0.1142578125
anatomy_73,anatomy,olmo3-7b-purebase,A,D,0.1343994140625,0.1343994140625,0.27783203125,0.2471923828125,0.340576171875
anatomy_74,anatomy,olmo3-7b-purebase,D,D,0.78466796875,0.05572509765625,0.09405517578125,0.065673828125,0.78466796875
anatomy_75,anatomy,olmo3-7b-purebase,C,C,0.424560546875,0.1580810546875,0.184814453125,0.424560546875,0.232666015625
anatomy_76,anatomy,olmo3-7b-purebase,A,A,0.55859375,0.55859375,0.28759765625,0.0955810546875,0.05841064453125
anatomy_77,anatomy,olmo3-7b-purebase,A,A,0.40478515625,0.40478515625,0.281494140625,0.2034912109375,0.1102294921875
anatomy_78,anatomy,olmo3-7b-purebase,C,C,0.9814453125,0.004764556884765625,0.00897216796875,0.9814453125,0.004726409912109375
anatomy_79,anatomy,olmo3-7b-purebase,D,B,0.31298828125,0.07977294921875,0.481201171875,0.1259765625,0.31298828125
anatomy_80,anatomy,olmo3-7b-purebase,B,B,0.97802734375,0.007236480712890625,0.97802734375,0.008392333984375,0.00653839111328125
anatomy_81,anatomy,olmo3-7b-purebase,B,C,0.335205078125,0.174560546875,0.335205078125,0.393310546875,0.0968017578125
anatomy_82,anatomy,olmo3-7b-purebase,C,B,0.1773681640625,0.1552734375,0.58154296875,0.1773681640625,0.08575439453125
anatomy_83,anatomy,olmo3-7b-purebase,B,B,0.8564453125,0.0195159912109375,0.8564453125,0.072509765625,0.051422119140625
anatomy_84,anatomy,olmo3-7b-purebase,B,B,0.347412109375,0.0775146484375,0.347412109375,0.251220703125,0.32373046875
anatomy_85,anatomy,olmo3-7b-purebase,C,D,0.376708984375,0.031280517578125,0.046234130859375,0.376708984375,0.5458984375
anatomy_86,anatomy,olmo3-7b-purebase,C,C,0.379150390625,0.1290283203125,0.1998291015625,0.379150390625,0.2919921875
anatomy_87,anatomy,olmo3-7b-purebase,C,B,0.1295166015625,0.11651611328125,0.69482421875,0.1295166015625,0.059295654296875
anatomy_88,anatomy,olmo3-7b-purebase,C,C,0.370849609375,0.11309814453125,0.211181640625,0.370849609375,0.304931640625
anatomy_89,anatomy,olmo3-7b-purebase,A,A,0.97314453125,0.97314453125,0.005146026611328125,0.017974853515625,0.0035381317138671875
anatomy_90,anatomy,olmo3-7b-purebase,D,D,0.67724609375,0.0750732421875,0.07391357421875,0.1739501953125,0.67724609375
anatomy_91,anatomy,olmo3-7b-purebase,B,D,0.297607421875,0.15380859375,0.297607421875,0.14794921875,0.400634765625
anatomy_92,anatomy,olmo3-7b-purebase,B,D,0.27099609375,0.0849609375,0.27099609375,0.131591796875,0.51220703125
anatomy_93,anatomy,olmo3-7b-purebase,D,A,0.2237548828125,0.301025390625,0.283935546875,0.19140625,0.2237548828125
anatomy_94,anatomy,olmo3-7b-purebase,A,B,0.19287109375,0.19287109375,0.35205078125,0.19140625,0.263671875
anatomy_95,anatomy,olmo3-7b-purebase,C,A,0.11846923828125,0.6982421875,0.08209228515625,0.11846923828125,0.10137939453125
anatomy_96,anatomy,olmo3-7b-purebase,A,C,0.25048828125,0.25048828125,0.259521484375,0.3369140625,0.153076171875
anatomy_97,anatomy,olmo3-7b-purebase,C,B,0.26220703125,0.256103515625,0.330078125,0.26220703125,0.1517333984375
anatomy_98,anatomy,olmo3-7b-purebase,A,A,0.426513671875,0.426513671875,0.1907958984375,0.328369140625,0.054443359375
anatomy_99,anatomy,olmo3-7b-purebase,C,C,0.3720703125,0.2421875,0.360595703125,0.3720703125,0.0250244140625
anatomy_100,anatomy,olmo3-7b-purebase,D,B,0.02667236328125,0.0226287841796875,0.93994140625,0.0106048583984375,0.02667236328125
anatomy_101,anatomy,olmo3-7b-purebase,D,C,0.249267578125,0.199462890625,0.2322998046875,0.31884765625,0.249267578125
anatomy_102,anatomy,olmo3-7b-purebase,C,C,0.71923828125,0.1536865234375,0.0682373046875,0.71923828125,0.058807373046875
anatomy_103,anatomy,olmo3-7b-purebase,B,D,0.2125244140625,0.12347412109375,0.2125244140625,0.25732421875,0.406494140625
anatomy_104,anatomy,olmo3-7b-purebase,A,B,0.1324462890625,0.1324462890625,0.343505859375,0.18603515625,0.338134765625
anatomy_105,anatomy,olmo3-7b-purebase,C,C,0.366943359375,0.1781005859375,0.254150390625,0.366943359375,0.2010498046875
anatomy_106,anatomy,olmo3-7b-purebase,C,C,0.50048828125,0.14111328125,0.0863037109375,0.50048828125,0.27197265625
